color_img,depth_img,uv_img,color_gt,depth_gt
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0011_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0011_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0011_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0012_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0012_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0012_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0013_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0013_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0013_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0014_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0014_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0014_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0015_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0015_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0015_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0016_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0016_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0016_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0017_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0017_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0017_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0018_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0018_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0018_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0019_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0019_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0019_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0020_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0020_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0020_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0021_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0021_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0021_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0022_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0022_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0022_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0023_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0023_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0023_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0024_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0024_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0024_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0025_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0025_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0025_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0026_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0026_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0026_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0027_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0027_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0027_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0028_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0028_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0028_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0029_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0029_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0029_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0030_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0030_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0030_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0330_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0330_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0330_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0331_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0331_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0331_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0332_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0332_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0332_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0333_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0333_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0333_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0334_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0334_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0334_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0335_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0335_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0335_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0336_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0336_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0336_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0337_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0337_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0337_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0338_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0338_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0338_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0339_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0339_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0339_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0340_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0340_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0340_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0341_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0341_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0341_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0342_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0342_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0342_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0343_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0343_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0343_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0344_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0344_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0344_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0345_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0345_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0345_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0346_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0346_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0346_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0347_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0347_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0347_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0348_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0348_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0348_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0349_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0349_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0349_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0350_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0350_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0350_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0351_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0351_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0351_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0352_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0352_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0352_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0353_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0353_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0353_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0354_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0354_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0354_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0355_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0355_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0355_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0356_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0356_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0356_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0357_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0357_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0357_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0358_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0358_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0358_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0000/0359_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0000/0359_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0000/0359_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0000/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0000/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0001_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0001_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0001_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0002_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0002_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0002_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0003_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0003_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0003_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0004_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0004_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0004_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0005_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0005_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0005_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0006_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0006_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0006_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0007_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0007_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0007_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
G:/lx/Datasets/thuman2.0_v2/training/color/0005/0008_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth/0005/0008_0_00.png,G:/lx/Datasets/thuman2.0_v2/training/uv/0005/0008_0_00_dp.0001.png,G:/lx/Datasets/thuman2.0_v2/training/color_gt/0005/0000_0_00.jpg,G:/lx/Datasets/thuman2.0_v2/training/depth_gt/0005/0000_0_00.png
